document_title,abstract,year,link,label
TracQL: A Domain-Specific Language for Traceability Analysis,Traceability analysis is used to improve quality in the software development process. As such an analysis is complex to implement and often requires a lot of dense code that is specific to the system being traced; there is a need for a framework to express traceability analysis tasks. This paper presents the Traceability Query Language TracQL; an expressive; extensible; representation-independent; and fast domain-specific language. Known approaches do not fulfill all these requirements. We examine TracQL and compare it to other approaches on a software ageing problem; namely to detect divergence between architecture and code. The necessary TracQL code is much shorter (by a factor of 1.7) and about twice as fast as what known approaches can achieve.,2012,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6337743,no
Documenting Early Architectural Assumptions in Scenario-Based Requirements,In scenario-based requirement elicitation techniques such as quality attribute scenario elicitation and use case engineering; the requirements engineer is typically forced to make some implicit early architectural assumptions. These architectural assumptions represent initial architectural elements such as supposed building blocks of the envisaged system. Such implicitly specified assumptions are prone to ambiguity; vagueness; duplication; and contradiction. Furthermore; they are typically scattered across and tangled within the different scenario-based requirements. This lack of modularity hinders navigability of the requirement body as a whole. This paper discusses the need to explicitly document otherwise implicit architectural assumptions. Such an explicit intermediary between quality attribute scenarios and use cases enables the derivation and exploration of interrelations between these different requirements. This is essential to lower the mental effort required to navigate these models and facilitates a number of essential activities in the early development phases such as the selection of candidate drivers in attribute-driven design; architectural trade-off analysis and architectural change impact analysis.,2012,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6337745,no
Workload-aware System Monitoring Using Performance Predictions Applied to a Large-scale E-Mail System,Offering services in the internet requires a dependable operation of the underlying software systems with guaranteed quality of service. The workload of such systems typically significantly varies throughout a day and thus leads to changing resource utilisations. Existing system monitoring tools often use fixed threshold values to determine if a system is in an unexpected state. Especially in low load situations; deviations from the system's expected behaviour are detected too late if fixed value thresholds (leveled for peak loads) are used. In this paper; we present our approach of a workload-aware performance monitoring process based on performance prediction techniques. This approach allows early detections of performance problems before they become critical. We applied our approach to the e-mail system operated by Germany's largest e-mail provider; the 1&1 Internet AG. This case study demonstrates the applicability of our approach and shows its accuracy in the predicted resource utilisation with an error of mostly less than 10 percent .,2012,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6337759,no
Extracting and Facilitating Architecture in Service-Oriented Software Systems,In enterprises using service-oriented architecture (SOA) architectural information is used for various activities including analysis; design; governance; and quality assurance. Architectural information is created; stored and maintained in various locations like enterprise architecture management tools; design tools; text documents; and service registries/repositories. Capturing and maintaining this information manually is time-intensive; expensive and error-prone. To address this problem we present an approach for automatically extracting architectural information from an actual SOA implementation. The extracted information represents the currently implemented architecture and can be used as the basis for quality assurance tasks and; through synchronization; for keeping architectural information consistent in various other tools and locations. The presented approach has been developed for a SOA in the banking domain. Aside from presenting the main drivers for the approach and the approach itself; we report on experiences in applying the approach to different applications in this domain.,2012,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6337764,no
On a Feature-Oriented Characterization of Exception Flows in Software Product Lines,The Exception Handling (EH) is a widely used mechanism for building robust systems. In Software Product Line (SPL) context it is not different. As EH mechanisms are embedded in most of mainstream programming languages; we can find exception signalers and handlers spread over code assets associated to common and variable SPL features. When exception signalers and handlers are added to an SPL in an unplanned way; one of the possible consequences is the generation of faulty family instances (i.e.; instances on which common or variable features signal exceptions that are mistakenly caught inside the system). This paper reports a first systematic study; based on manual inspection and static code analysis; in order to categorize the possible ways exceptions flow in SPLs; and analyze its consequences. Fault-prone exception handling flows were consistently detected during this study; such as flows on which a variable feature signaled an exception a different variable feature handled it.,2012,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6337865,no
An Introspection Mechanism to Debug Distributed Systems,Distributed systems are hard to debug due to the difficulty to collect; organize and relate information about their behavior. When a failure is detected the task to infer the system's state and the operations that have some connection with the problem is often quite difficult and usual debugging techniques often do not apply and; when they do; they are not very effective. This work presents a mechanism based on event logs annotated with contextual information; allowing visualization tools to organize events according to the context of interest for the system operator. We applied this mechanism to a real system and its the effort and cost to detect and diagnose the cause of problems was dramatically reduced.,2012,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6337890,no
ET-DMD: An Error-Tolerant Scheme to Detect Malicious File Deletion on Distributed Storage,Distributed storage is a scheme to store data in networked storage services; which is the basis of popular cloud storage solutions. Although this scheme has huge benefits in reducing maintenance and operation cost; it has several security concerns. Among them; malicious file deletion by the storage providers is a top concern. In this paper; we develop a novel error-tolerant solution; ET-DME; to effectively detect malicious file deletion behaviors in distributed storage services. Our approach prevents malicious servers from forging evidence to bypass data auditing test. In addition; our approach does not limit the number of challenges made by the client. Our approach also has low computation and communication overhead.,2012,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6337945,no
Some framework; Architecture and Approach for analysis a network vulnerability,Network administrators must rely on labour-intensive processes for tracking network configurations and vulnerabilities; which requires a lot of expertise and error prone. Organizational network vulnerabilities and interdependencies are so complex to make traditional vulnerability analysis become inadequate. Decision support capabilities let analysts make tradeoffs between security and optimum availability; and indicates how best to apply limited security resources. Recent work in network security has focused on the fact that a combination of exploitation is the typical way in which the invader breaks into the network. Researchers have proposed various algorithms to generate graphs based attack tree (or graph). In this paper; we present a framework; Architecture and Approach to Vulnerability Analysis.,2012,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6339320,no
A comparison on fish freshness determination method,Basically; freshness contributes a major factor to quality of fishery products. Several methods have been used to measure fish freshness which are sensory analysis; chemical method and physical method. The aim of the study is to make a comparison between fish freshness meter and quantification of RGB color indices in order to detect fish freshness. The sensor used in this study is Torrymeter which would measure three types of species while quantification of RGB color is focused on the fish eyes and gills.,2012,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6339329,no
Heterogeneous tasks and conduits framework for rapid application portability and deployment,Emerging heterogeneous and homogeneous processing architectures demonstrate significant increases in throughput for scientific applications over traditional single core processors. Each of these processing architectures vary widely in their processing capabilities; memory hierarchies; and programming models. Determining the system architecture best suited to an application or deploying an application that is portable across a number of different platforms is increasingly complex and error prone within this rapidly increasing and evolving design space. Quickly and easily designing portable; high-performance applications that can function and maintain their correctness properly across these widely varied systems has become paramount. To deal with these programming challenges; there is a great need for new models and tools to be developed. One example is MIT Lincoln Laboratory's Parallel Vector Tile Optimizing Library (PVTOL) which simplifies the task of developing software in C++ for these complex systems. This work extends the Tasks and Conduits framework in PVTOL to support GPU architectures and other heterogeneous platforms supported by the NVIDIA CUDA and OpenCL programming models. This allows the rapid portability of applications to a very wide range of architectures and clusters. Using this framework; porting applications from a single CPU core to a GPU requires a change of only 5 source lines of code (SLOC) in addition to the CUDA or OpenCL kernel. Using GPU-PVTOL we have achieved 22x speedup in an application of Monte Carlo simulations of photon propagation through a biological medium; and a 60x speedup of a 3D cone beam computed tomography (CT) image reconstruction algorithm.,2012,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6339588,no
A path selection decision-making model at the application layer for Multipath Transmission,With development of web application; humans have much more requirement on network Quality of Service (QoS). This paper proposes an path selection decision-making model used in application layer for Multipath Transmission (MPT) to overcome the challenge which QoS of network layer will be corrupted in multiple paths transmission mechanism. P2FT method is proposed in this paper. That module can decide path selections according to characteristics of application layer. We dynamically provide data that should transmits in each path. Further; due to characteristics of multiple paths transmission; the model macroscopically regulates the application layer to choice more appropriate path real time. In performance evaluation part; we obtain transmission time by calculating in this simulation. The simulation results from the graphs illustrate that our proposed model decrease 61.627 percent of transmission time and achieve 1.0000 probability of successful transmission respectively compared with traditional bearer network. The path to cooperate with each other; to achieve network resources optimization; high efficiency; high speed transmission; and make the transmission have QoS guarantee.,2012,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6339833,no
Adaptive Random Test Case Generation for Combinatorial Testing,Random testing (RT); a fundamental software testing technique; has been widely used in practice. Adaptive random testing (ART); an enhancement of RT; performs better than original RT in terms of fault detection capability. However; not much work has been done on effectiveness analysis of ART in the combinatorial test spaces. In this paper; we propose a novel family of ART-based algorithms for generating combinatorial test suites; mainly based on fixed-size-candidate-set ART and restricted random testing (that is; ART by exclusion). We use an empirical approach to compare the effectiveness of test sets obtained by our proposed methods and random selection strategy. Experimental data demonstrate that the ART-based tests cover all possible combinations at a given strength more quickly than randomly chosen tests; and often detect more failures earlier and with fewer test cases in simulations.,2012,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6340123,no
Trustworthiness of Open Source; Open Data; Open Systems and Open Standards,A compelling direction of improving trustworthiness of software-based systems is to open their ingredients: Open source software; open data sets; open system interfaces like open technical standards allow constructing major or up to all elements of a software-based systems. That gives means to use the wisdom of the crowd to assess and evaluate the quality; security and trustworthiness of software components. In addition; the software components can mature along a continuous feedback and revision loop with the crowd.,2012,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6340126,no
An Effective Defect Detection and Warning Prioritization Approach for Resource Leaks,Failing to release unneeded system resources such as I/O streams can result in resource leaks; which can lead to performance degradation and system crashes. Existing resource-leak detectors are usually based on predefined defect patterns to detect resource leaks in software. However; they typically report too many false positives and negatives; and also lack effective warning prioritization. Our empirical investigation shows that; their predefined defect patterns are not precise enough; and moreover; their used defect detection processes are not suitable enough for the defect patterns. In our approach; we introduce a novel Expressive Defect Pattern Specification Notation (EDPSN). With EDPSN; a resource-leak defect pattern can be defined more precisely by specifying conditional method calls and more expressively by including guiding information for the defect detection and warning prioritization process; such as the characteristics of its preferred defect detection process and the effective prioritization impact factors for its related warnings. Based on the EDPSN-based defect pattern; our approach tries to flexibly tune out a suitable defect detection and warning prioritization process. Through evaluations on three real-world projects (Eclipse-3.0.1; JBoss-3.0.6; and Weka-3.6.4); we show that our approach achieves high average precision (96 percent ) and recall (74 percent ); 26 percent and 49 percent higher than existing approaches; respectively.,2012,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6340134,no
CATest: A Test Automation Framework for Multi-agent Systems,Agents are difficult to test because it is notoriously complicated to observe their proactive; autonomous and non-deterministic behaviours and hard to judge their correctness in dynamic environments. This paper proposes a specification-based test automation framework and presents a tool called CATest for testing multi-agent systems (MAS). The agent-based formal specification language SLABS plays three roles in the framework. First; it is used to guide the instrumentation of the agent under test so that its behaviour can be observed and recorded systematically. Second; the correctness of agent's behaviours recorded during test executions are automatically checked against the formal specifications. Finally; the test adequacy is measured by the coverage of the specification and determined according to a set of adequacy criteria specifically designed for testing MAS. An experiment with the tool has demonstrated its capability of detecting faults in MAS.,2012,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6340137,no
Towards Dynamic Random Testing for Web Services,In recent years; Service Oriented Architecture (SOA) has been increasingly adopted to develop applications in the context of Internet. To develop reliable SOA-based applications; an important issue is how to ensure the quality of Web services. In this paper; we propose a dynamic random testing (DRT) technique for Web services which is an improvement of the widely practiced random testing. We examine key issues when adapting DRT to the context of SOA and develop a prototype for such an adaptation. Empirical studies are reported where DRT is used to test two real-life Web services and mutation analysis is employed to measure the effectiveness. The experimental results show that DRT can save up to 24 percent test cases in terms of detecting the first seeded fault; and up to 21 percent test cases in terms of detecting all seeded faults; both with the cases of uniformed mutation analysis and distribution-aware mutation analysis; which refer to faults being seeded in an even or clustered way; respectively. The proposed DRT and the prototype provide an effective approach to testing Web Services.,2012,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6340139,no
Software Testing; Software Quality and Trust in Software-Based Systems,In our daily life we increasingly depend on software-based systems deployed as embedded software control systems in the automotive domain; or the numerous health or government applications. Software-based systems are more and more developed by reusable components available as commercial off-the-shelf components or open source components. The successful introduction of such integrated systems into businesses however does depend whether we trust the system or not. Trust and therewith the quality of software-based systems is determined by many properties such as completeness; consistency; maintainability; security; safety; reliability; and usability; among others. However during the development of software-based systems there are many opportunities to introduce errors in the different phases of the software development lifecycle. Testing is commonly applied as the predominant activity in industry to ensure high software quality providing a wide variety of methods and techniques to detect different types of errors in software-based systems. The panel goal is to discuss software testing strategy and techniques to improve the quality of the software and at the same time to build trust with customers. The panel will discuss the experts view on what the key factors are in developing high quality software-based systems. Through the panel; the discussions shall include the impact of testing on software quality within several domains and their businesses.,2012,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6340150,no
Using Program Dynamic Analysis for Weak Algorithm Detection,Most of the proposed software testing approaches have concentrated on identifying faults in the implemented programs with the premise that the program may be implemented incorrectly. Although such premise is valid for many developed software systems and applications; it has been observed that many detected defects are caused by poor designed software. In this paper we present a dynamic analysis approach that identifies program deficiency that may be caused by poorly designed algorithm. Detecting such deficiency may help in identifying a weakly implemented program algorithm by identifying places in the program that may cause such weakness and suggest to the software designer/developer to redesign the program with a better algorithm.,2012,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6340168,no
Image Analysis Using Machine Learning: Anatomical Landmarks Detection in Fetal Ultrasound Images,Accurate and robust image analysis software is crucial for assessing the quality of ultrasound images of fetal biometry. In this work; we present the result of our automated image analysis method based on a machine learning algorithm in detecting important anatomical landmarks employed in manual scoring of ultrasound images of the fetal abdomen. Experimental results on 2384 images are promising and the clinical validation using 300 images demonstrates a high level agreement between the automated method and experts.,2012,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6340174,no
CASViD: Application Level Monitoring for SLA Violation Detection in Clouds,Cloud resources and services are offered based on Service Level Agreements (SLAs) that state usage terms and penalties in case of violations. Although; there is a large body of work in the area of SLA provisioning and monitoring at infrastructure and platform layers; SLAs are usually assumed to be guaranteed at the application layer. However; application monitoring is a challenging task due to monitored metrics of the platform or infrastructure layer that cannot be easily mapped to the required metrics at the application layer. Sophisticated SLA monitoring among those layers to avoid costly SLA penalties and maximize the provider profit is still an open research challenge. This paper proposes an application monitoring architecture named CASViD; which stands for Cloud Application SLA Violation Detection architecture. CASViD architecture monitors and detects SLA violations at the application layer; and includes tools for resource allocation; scheduling; and deployment. Different from most of the existing monitoring architectures; CASViD focuses on application level monitoring; which is relevant when multiple customers share the same resources in a Cloud environment. We evaluate our architecture in a real Cloud testbed using applications that exhibit heterogeneous behaviors in order to investigate the effective measurement intervals for efficient monitoring of different application types. The achieved results show that our architecture; with low intrusion level; is able to monitor; detect SLA violations; and suggest effective measurement intervals for various workloads.,2012,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6340204,no
Workload-Aware Online Anomaly Detection in Enterprise Applications with Local Outlier Factor,Detecting anomalies are essential for improving the reliability of enterprise applications. Current approaches set thresholds for metrics or model correlations between metrics; and anomalies are detected when the thresholds are violated or the correlations are broken. However; we have found that the dynamic workload fluctuating over multiple time scales causes system metrics and their correlations to change. Moreover; it is difficult to model various metric correlations in complex applications. This paper addresses these problems and proposes an online anomaly detection approach for enterprise applications. A method is presented for recognizing workload patterns with an incremental clustering algorithm. The Local Outlier Factor (LOF) based on the specific workload pattern is adopted for detecting anomalies. Our approach is evaluated on a testbed running the TPC-W benchmark. The experimental results show that our approach can capture workload fluctuations accurately and detect the typical faults effectively.,2012,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6340251,no
Photo-generated carriers decay behavior of nano-crystalline -SiC thin film grown at different substrate bias voltage,The photo-generated carriers decay behavior of nanocrystalline -SiC film grown by helicon wave plasma-enhanced chemical vapor deposition process at different substrate bias voltage is measured by microwave absorption technique. The probability of nanosecond fast decay of the photo-generated carriers concentration increases with substrate bias. The fast decay of photo generated carriers related to the radiative recombination process and substrate bias led to an increase in trap depth in the slow decay. The decay of nano-SiC thin films at different substrate bias voltage with different time constant indicates that the increase of substrate negative bias led to the increase in the density of deep trap levels and different trap level position related to different decay time. Photo-carrier transient behavior is closely related to the film microstructure; The high defect states density of nano-silicon carbide grain boundary lead to carriers trapping probability increase and the nonradiative recombination probability decreases.,2012,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6340699,no
Automated Web Service Composition Using Genetic Programming,Automated web service composition can largely reduce human efforts in business integration. We present an approach to fully automate web service composition without workflow or knowing the semantic meaning of atomic web service. The experiment results show that the accuracy of our composition method using Genetic Programming (GP); in terms of the number of times an expected composition that can be derived versus the total number of runs; can be over 90 percent . Based on the traditional GP used in web service composition; our algorithm achieved improvements in three aspects: 1. We do black-box testing on each individual in each population. The success rate of tests is taken into account by the fitness function of GP so that the convergence rate can be faster; 2. We comply with services knowledge rules such as service dependency graph (SDG) when generating individual web service compositions in each population to improve the convergence process and population quality; 3. We choose cross-over or mutation operation based on the parent individuals' input and output analysis instead of by probability as typically done in related work. In this way; GP can generate better children even under the same parents.,2012,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6341542,no
A Prototype of Network Failure Avoidance Functionality for SAGE Using OpenFlow,A tiled display wall (TDW); which is a single large display device composed of multiple sets of computers and displays; has recently gained the attention of scientists. In particular; SAGE; which is a middleware for building TDW; allows scientists to browse a multiple series of visualized results of computer simulation and analysis through the use of network streaming. Each visualized result can be generated on a different remote computer. For this reason SAGE has been increasingly hailed as a promising visualization technology that will solve the geographical distribution problem of computational and data resources. SAGE depends heavily on a network streaming technique in its architecture; but does not have any recovery mechanism against cases of network problems. This research; therefore; aims at realizing a network failure avoidance functionality for SAGE; focusing on OpenFlow against SAGE vulnerability to network failure. Specifically; the functionality is designed and developed as a composition of the following three functions: network failure detection; network topology understanding; and a packet forwarding control function. The key concept behind our design is that the network control function from OpenFlow should be built into SAGE. The evaluation in the paper confirms that the proposed and prototyped network failure avoidance functionality can detect failures on network routes and then reroute network streaming for visualization on TDW.,2012,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6341556,no
A Reputation System for Trustworthy QoS Information in Service-Based Systems,During service-based systems (SBS) development; the qualities of service (QoS) are significant factors to compose high-quality workflows and the QoS claimed by service providers may be not trustworthy enough. In this paper; a reputation system supervising both service providers and service clients without much monitoring cost is introduced. The approach is based on the claimed QoS deviation from the feedback QoS reported by monitors or clients and is able to provide more trustworthy predicted QoS. An experiment conducted at last validates that the reputation system is effective and efficient.,2012,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6341571,no
Simplifying the Design of Signature Workflow with Patterns,Signatures responsible for authentication; authorization; etc; are important in many workflow applications. Most studies associated with signatures are focused on digital signatures only; and modeling of signature workflows is seldom studied. However; the dependencies between signatures can be complex; and thus modeling signature workflows becomes time consuming and error-prone. In this paper; we propose six patterns to simplify the design of signature workflows. All the patterns are described in BPMN and a case study is made to illustrate how to apply these patterns in construction of a workflow. A method for applying these patterns in development of workflows is sketched; and the advantages; simplifying the construction of a workflow with BPMN; are also revealed with the case study.,2012,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6341590,no
SE-EQUAM - An Evolvable Quality Metamodel,Quality has become a key assessment factor for organizations to determine if their software ecosystems are capable to meet constantly changing environmental factors and requirements. Many quality models exist to assess the evolvability or maintainability of software systems. Common to these models is that they; contrary to the software ecosystems they are assessing; are not evolvable or reusable. In this research; we introduce SE-EQUAM a novel ontology-based quality assessment metamodel that was designed from ground up to support model reuse and evolvability. SE-EQUAM takes advantage of Semantic Web technologies such as support for the open world assumption; incremental knowledge population; and knowledge inference. We present a case study that illustrates the reusability and evolvability of our SE-EQUAM approach.,2012,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6341597,no
Integration and Analysis of Design Artefacts in Embedded Software Development,In model-based development of embedded software product lines; artefacts; i. e. the requirements document; implementation model; and tests; often become extremely complex w. r. t. size and dependencies. Moreover; the interrelationships among the artefacts are not obvious and information about development; design decisions as well as variability-related aspects are missing. Hence; engineers have to thoroughly analyse such dependencies to incorporate changes during evolution of the product (line) to assure quality. As this task is time-intensive and error-prone such analysis efforts have to be automated. This paper presents a comprehensive and extensible framework under development which provides (1) artefact integration and (2) analysis functionality to address these issues by following an approach based on a central database.,2012,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6341626,no
Internet-Based Evaluation and Prediction of Web Services Trustworthiness,As most Web services are delivered by third parties over unreliable Internet and are late bound at run-time; it is reasonable and useful to evaluate and predict the trustworthiness of Web services. In this paper; we propose a novel approach to evaluate and predict Web services trustworthiness using comprehensive trustworthy evidences collected from the Internet. First; we use an effective way to collect comprehensive trustworthy evidences from the Internet; which include both objective evidences (e.g. QoS) and subjective evidences (e.g. reputation). Second; Web services trustworthiness is evaluated with collected trustworthy evidences on a regular basis. Finally; the cumulative evaluation records are modeled as time series; and we propose a multi-step Web services trustworthiness prediction process; which can automatically and iteratively identify and optimize the model to fit the trustworthiness series data. Experiments conducted on a large-scale real-world dataset show that our method manages to collect comprehensive trustworthy evidences from the Internet and can effectively evaluate and predict the trustworthiness of Web services; which helps users to reuse Web services.,2012,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6341637,no
Applying Distributed Object Technology to Distributed Embedded Control Systems,In this paper; we describe our Java RMI inspired Object Request Broker architecture MicroRMI for use with networked embedded devices. MicroRMI relieves the software developer from the tedious and error- prone job of writing communication protocols for interacting with such embedded devices. MicroRMI supports easy integration of high-level application specific control logic with low-level device specific control logic. Our experience from applying MicroRMI in the context of a distributed robotics control application; clearly demonstrates that it is feasible to use distributed object technology in developing control systems for distributed embedded platforms possessing severe resource restrictions.,2012,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6341954,no
Enhance Software Quality Using Data Mining Algorithms,In recent decades the production of large software projects are very large and is costly and time consuming during the phases of software development there are some bugs. Some of the errors generated by the software to detect errors in the initial is phases these errors and may not be seen until the final phases. To clear this error may be the next generation of software. Time and expense of producing the software is error. Error in this phase will increase the cost and time. Over time; larger projects And the error in estimating software cost is higher and higher. and these days detecting the possible defect is one of consideration to rely on software quality. So there is a need to create a prediction model and we can use data mining methods to predict defects. This paper examined ways of imposing clustering on various projects and putting them in groups with the similar characteristics. By using this pattern we can choose a defect predication model that is able to predict the defect of whole group.,2012,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6342020,no
Code Smell Detecting Tool and Code Smell-Structure Bug Relationship,This paper proposes an approach for detecting the so- called bad smells in software known as Code Smell. In considering software bad smells; object-oriented software metrics were used to detect the source code whereby Eclipse Plugins were developed for detecting in which location of Java source code the bad smell appeared so that software refactoring could then take place. The detected source code was classified into 7 types: Large Class; Long Method; Parallel Inheritance Hierarchy; Long Parameter List; Lazy Class; Switch Statement; and Data Class. This work conducted analysis by using 323 java classes to ascertain the relationship between the code smell and structural defects of software by using the data mining techniques of Naive Bayes and Association Rules. The result of the Naive Bayes test showed that the Lazy Class caused structural defects in DLS; DE; and Se. Also; Data Class caused structural defects in UwF; DE; and Se; while Long Method; Large Class; Data Class; and Switch Statement caused structural defects in UwF and Se. Finally; Parallel Inheritance Hierarchy caused structural defects in Se. However; Long Parameter List caused no structural defects whatsoever. The results of the Association Rules test found that the Lazy Class code smell caused structural defects in DLS and DE; which corresponded to the results of the Naive Bayes test.,2012,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6342082,no
Efficient binary representation of delta Quantization Parameter for High Efficiency Video Coding,This paper proposes an efficient binary representation of delta Quantization Parameter (QP) for High Efficiency Video Coding (HEVC). Video encoders adapt QPs of coding blocks for visual quality optimization and rate control. Although they send only delta QPs (dQPs) obtained by causal prediction; the side information overhead is expensive. Therefore the HEVC design necessitates an efficient dQP coding. The proposed scheme converts a dQP to a binary string in which the first and second bins indicate the significance and sign of the dQP respectively and the rest represents the magnitude minus 1. Furthermore; it detects and truncates redundant bins in the binary strings by using the sign and an admissible dQP range. Thus it reduces the length of dQP binary strings and improves dQP coding efficiency. Simulation results using HEVC reference software demonstrate that the proposed scheme improves the dQP coding efficiency by 6 percent while reducing its bin rates by 25 percent .,2012,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6343414,no
Location of DC line faults in conventional HVDC systems with segments of cables and overhead lines using terminal measurements,Summary form only given. This paper presents a novel algorithm to determine the location of DC line faults in an HVDC system with a mixed transmission media consisting of overhead lines and cables; using only the measurements taken at the rectifier and inverter ends of the composite transmission line. The algorithm relies on the travelling wave principle; and requires the fault generated surge arrival times at two ends of the DC line as inputs. With accurate surge arrival times obtained from time synchronized measurements; the proposed algorithm can accurately predict the faulty segment as well as the exact fault location. Continuous wavelet transform coefficients of the input signal are used to determine the precise time of arrival of travelling waves at the DC line terminals. Two possible input signals; the DC voltage measured at the converter terminal and the current through the surge capacitors connected at the DC line end; are examined and both signals are found to be equally effective for detecting the travelling wave arrival times. Performance of the proposed fault-location scheme is analyzed through detailed simulations carried out using the electromagnetic transient simulation software PSCAD. The impact of measurement noise on the fault location accuracy is also studied in the paper.,2012,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6343919,no
Guidelines for selection of an optimal structuring element for Mathematical Morphology based tools to detect power system disturbances,Mathematical Morphology (MM) has been reported as a promising application to detect power system disturbances. The real-time applications of MM based tools are also reported to detect disturbances. However; there is no clear guideline for selection of the structuring element for a particular application; despite the fact that the structuring element is a key component of any MM based tool. This paper shows a method to generalize and numerically optimize the structuring element to detect power system disturbances. Power system fault cases are simulated using a professional time-domain software; and the current and voltage waveforms from these cases are used to illustrate the methodology. Results are observed and analyzed. Some guidelines to select an optimum structuring element to detect power system disturbances are provided based on the results.,2012,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6345105,no
Model-based integration technology for next generation electric grid simulations,Simulation-based evaluation of the behavior of the electric grid is complex; as it involves multiple; heterogeneous; interacting cyber-physical system like domains. Each simulation domain has sophisticated tools; but their integration into a coherent framework is a very difficult; time-consuming; laborintensive; and error-prone task. This means that computational studies cannot be done rapidly and the process does not provide timely answers to the planners; operators and policy makers. Furthermore; grid behavior has to be tested against a number of scenarios and situations; meaning that a huge number of simulations must be executed covering the potential space of possibilities. Designing and efficiently deploying such computational experiments by utilizing multi-domain tools for integrated smart grid is a major challenge. This paper addresses these important issues by integrating multiple modeling tools from diverse domains in a single coherent framework for integrated simulation of smart grids.,2012,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6345323,no
An analysis of free Web-based PHRs functionalities and I18n,The growth of the Internet; Web technologies; and other electronic tools are allowing the public to become more informed and actively engaged in their health care than was possible in the past. Personal Health Records (PHR) offer users possibility of managing their own health data. Many patients are using PHRs to communicate with doctors in order to improve healthcare quality and efficiency. A large number of companies have emerged to provide consumers with the opportunity to use online PHRs within a healthcare platform; proposing different functionalities and services. This paper analyzes and assesses the functionalities and internationalization (i18n) of free Web based PHRs.,2012,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6346172,no
Detecting flash artifacts in fundus imagery,In a telemedicine environment for retinopathy screening; a quality check is needed on initial input images to ensure sufficient clarity for proper diagnosis. This is true whether the system uses human screeners or automated software for diagnosis. We present a method for the detection of flash artifacts found in retina images. We have collected a set of retina fundus imagery from February 2009 to August 2011 from several clinics in the mid-South region of the USA as part of a telemedical project. These images have been screened with a quality check that sometimes omits specific flash artifacts; which can be detrimental for automated detection of retina anomalies. A multi-step method for detecting flash artifacts in the center area of the retina was created by combining characteristic colorimetric information and morphological pattern matching. The flash detection was tested on a dataset of 5218 images representative of the population. The system achieved a sensitivity of 96.54 percent and specificity of 70.16 percent for the detection of the flash artifacts. The flash artifact detection can serve as a useful tool in quality screening of retina images in a telemedicine network. The detection can be expected to improve automated detection by either providing special handling for these images in combination with a flash mitigation or removal method.,2012,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6346211,no
Online monitoring and diagnosis of RFID readers and tags,The need to fault-tolerance in RFID systems is increasing with the increased use of this technology in critical domains such as real-time processing fields. Although many efforts have been made to make this technology more dependable; it is still unreliable. In this paper; we propose a complementary approach to existing ones. It consists of a probabilistic monitoring that detects failures of RFID system components and a verification process that refines the diagnosis process by finding the causes of the detected failures.,2012,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6347629,no
